Country Name,Region,Continent,Crecimiento PIB per cápita_2015,Crecimiento PIB per cápita_2016,Crecimiento PIB per cápita_2017,Crecimiento PIB per cápita_2018,Crecimiento PIB per cápita_2019,Crecimiento PIB per cápita_2020,Crecimiento PIB per cápita_2021,Crecimiento PIB per cápita_2022,Crecimiento PIB per cápita_2023,Crecimiento población urbana_2015,Crecimiento población urbana_2016,Crecimiento población urbana_2017,Crecimiento población urbana_2018,Crecimiento población urbana_2019,Crecimiento población urbana_2020,Crecimiento población urbana_2021,Crecimiento población urbana_2022,Crecimiento población urbana_2023,Desempleo hombres_2015,Desempleo hombres_2016,Desempleo hombres_2017,Desempleo hombres_2018,Desempleo hombres_2019,Desempleo hombres_2020,Desempleo hombres_2021,Desempleo hombres_2022,Desempleo hombres_2023,Desempleo mujeres_2015,Desempleo mujeres_2016,Desempleo mujeres_2017,Desempleo mujeres_2018,Desempleo mujeres_2019,Desempleo mujeres_2020,Desempleo mujeres_2021,Desempleo mujeres_2022,Desempleo mujeres_2023,Desempleo total_2015,Desempleo total_2016,Desempleo total_2017,Desempleo total_2018,Desempleo total_2019,Desempleo total_2020,Desempleo total_2021,Desempleo total_2022,Desempleo total_2023,Empleadores total_2015,Empleadores total_2016,Empleadores total_2017,Empleadores total_2018,Empleadores total_2019,Empleadores total_2020,Empleadores total_2021,Empleadores total_2022,Empleadores total_2023,Empleados agricultura hombres_2015,Empleados agricultura hombres_2016,Empleados agricultura hombres_2017,Empleados agricultura hombres_2018,Empleados agricultura hombres_2019,Empleados agricultura hombres_2020,Empleados agricultura hombres_2021,Empleados agricultura hombres_2022,Empleados agricultura hombres_2023,Empleados agricultura mujeres_2015,Empleados agricultura mujeres_2016,Empleados agricultura mujeres_2017,Empleados agricultura mujeres_2018,Empleados agricultura mujeres_2019,Empleados agricultura mujeres_2020,Empleados agricultura mujeres_2021,Empleados agricultura mujeres_2022,Empleados agricultura mujeres_2023,Empleo vulnerable total_2015,Empleo vulnerable total_2016,Empleo vulnerable total_2017,Empleo vulnerable total_2018,Empleo vulnerable total_2019,Empleo vulnerable total_2020,Empleo vulnerable total_2021,Empleo vulnerable total_2022,Empleo vulnerable total_2023,Empleos agricultura_2015,Empleos agricultura_2016,Empleos agricultura_2017,Empleos agricultura_2018,Empleos agricultura_2019,Empleos agricultura_2020,Empleos agricultura_2021,Empleos agricultura_2022,Empleos agricultura_2023,Médicos (por cada 1.000 personas)_2015,Médicos (por cada 1.000 personas)_2016,Médicos (por cada 1.000 personas)_2017,Médicos (por cada 1.000 personas)_2018,Médicos (por cada 1.000 personas)_2019,Médicos (por cada 1.000 personas)_2020,Médicos (por cada 1.000 personas)_2021,Médicos (por cada 1.000 personas)_2022,Nuevas empresas registradas_2015,Nuevas empresas registradas_2016,Nuevas empresas registradas_2017,Nuevas empresas registradas_2018,Nuevas empresas registradas_2019,Nuevas empresas registradas_2020,Nuevas empresas registradas_2021,Nuevas empresas registradas_2022,Personas desempleadas educación avanzada_2015,Personas desempleadas educación avanzada_2016,Personas desempleadas educación avanzada_2017,Personas desempleadas educación avanzada_2018,Personas desempleadas educación avanzada_2019,Personas desempleadas educación avanzada_2020,Personas desempleadas educación avanzada_2021,Personas desempleadas educación avanzada_2022,Personas desempleadas educación avanzada_2023,Personas desempleadas educación básica_2015,Personas desempleadas educación básica_2016,Personas desempleadas educación básica_2017,Personas desempleadas educación básica_2018,Personas desempleadas educación básica_2019,Personas desempleadas educación básica_2020,Personas desempleadas educación básica_2021,Personas desempleadas educación básica_2022,Personas desempleadas educación básica_2023,Personas desempleadas educación intermedia_2015,Personas desempleadas educación intermedia_2016,Personas desempleadas educación intermedia_2017,Personas desempleadas educación intermedia_2018,Personas desempleadas educación intermedia_2019,Personas desempleadas educación intermedia_2020,Personas desempleadas educación intermedia_2021,Personas desempleadas educación intermedia_2022,Personas desempleadas educación intermedia_2023,"Trabajadores asalariados (empleados), total_2015","Trabajadores asalariados (empleados), total_2016","Trabajadores asalariados (empleados), total_2017","Trabajadores asalariados (empleados), total_2018","Trabajadores asalariados (empleados), total_2019","Trabajadores asalariados (empleados), total_2020","Trabajadores asalariados (empleados), total_2021","Trabajadores asalariados (empleados), total_2022","Trabajadores asalariados (empleados), total_2023",Trabajadores salud (cada 1.000 personas)_2015,Trabajadores salud (cada 1.000 personas)_2016,Técnicos investigación y desarrollo_2015,Técnicos investigación y desarrollo_2016,Técnicos investigación y desarrollo_2017,Técnicos investigación y desarrollo_2018,Índice facilidad para hacer negocios_2019
Islas Salomón,Melanesia,Oceania,-1.903,1.895,-0.426,-0.649,-0.913,-5.503,0.131,-0.02,0.64,5.68,5.578,5.465,5.328,4.573,4.103,4.241,4.192,4.151,0.708,0.708,0.698,0.694,0.717,0.868,0.874,1.431,1.403,0.763,0.763,0.753,0.749,0.771,0.86,0.894,1.539,1.511,,,,,,,,,,1.049,1.06,1.071,1.083,1.095,1.098,1.117,1.125,1.134,40.124,39.811,39.053,38.727,38.051,38.453,38.217,37.832,37.243,41.423,41.016,40.298,39.828,39.132,39.087,39.275,38.365,37.914,68.416,67.634,66.807,65.917,65.005,65.258,64.414,63.947,63.243,40.748,40.39,39.65,39.255,38.57,38.758,38.727,38.087,37.565,,0.191,,,,,,,187.0,199.0,333.0,444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.535,31.306,32.123,33.0,33.9,33.644,34.469,34.928,35.623,,,,,,,136.0
Israel,Western Asia,Asia,0.306,2.341,2.271,2.089,1.823,-3.187,7.52,4.397,0.333,2.063,2.044,2.025,2.015,1.999,1.857,1.776,2.062,2.16,5.058,4.597,4.051,3.953,3.627,4.348,4.886,3.8,3.701,5.31,4.865,4.241,3.877,3.846,3.973,4.731,3.581,3.485,5.176,4.723,4.14,3.917,3.731,4.169,4.812,3.695,3.371,3.97,3.994,3.854,3.392,3.261,3.095,3.082,3.707,3.728,1.388,1.427,1.449,1.256,1.291,1.344,1.127,1.117,1.095,0.603,0.556,0.502,0.554,0.512,0.446,0.437,0.415,0.408,8.022,8.157,8.026,8.048,8.057,8.214,8.118,7.966,7.965,1.021,1.018,1.004,0.923,0.921,0.915,0.796,0.78,0.762,3.451,3.443,3.452,3.499,3.542,3.584,3.654,3.713,16587.0,17624.0,17213.0,17456.0,17303.0,16898.0,,,3.352,2.924,2.765,2.462,2.566,2.866,3.457,2.448,2.399,9.539,9.571,6.849,6.778,6.146,7.01,7.377,6.873,5.874,5.581,5.04,4.604,4.44,4.197,4.752,5.5,4.204,3.751,88.007,87.849,88.12,88.56,88.682,88.691,88.8,88.327,88.307,,,,,,,35.0
Italia,Southern Europe,Europe,0.983,1.408,1.756,1.018,1.594,-8.423,9.494,4.874,0.732,0.326,0.246,0.263,0.228,-0.731,-0.06,-0.084,0.233,0.406,11.316,10.892,10.342,9.749,9.097,8.408,8.661,7.115,6.78,12.695,12.776,12.39,11.778,11.103,10.197,10.63,9.355,8.763,11.896,11.688,11.211,10.61,9.952,9.164,9.497,8.069,7.627,6.904,6.754,6.556,6.497,6.446,6.322,6.212,6.21,6.221,4.691,4.864,4.814,4.74,4.985,5.106,5.192,4.84,4.626,2.438,2.517,2.35,2.393,2.379,2.415,2.469,2.334,2.182,17.262,16.94,16.423,16.201,16.052,15.969,15.377,15.109,15.146,3.751,3.884,3.783,3.757,3.89,3.982,4.05,3.788,3.595,3.87,3.986,4.025,4.013,4.051,3.997,4.097,4.248,99983.0,102135.0,110756.0,114939.0,110049.0,93103.0,113323.0,106479.0,7.098,6.749,6.372,5.921,5.704,5.331,5.049,4.087,3.82,15.437,15.476,15.356,14.475,13.676,12.657,13.229,11.549,11.258,11.388,11.078,10.466,10.115,9.437,8.736,9.203,7.753,7.396,75.834,76.306,77.021,77.302,77.502,77.709,78.411,78.68,78.633,,,,,,,58.0
Jamaica,Caribbean,North America,0.605,1.109,0.787,1.733,0.779,-10.158,4.345,5.167,2.177,0.769,0.745,0.715,0.687,0.67,0.845,0.849,0.678,0.67,6.64,6.378,5.481,4.245,3.836,5.732,4.236,3.197,3.303,11.452,11.379,9.712,6.953,6.372,7.436,6.343,5.136,5.696,13.511,8.634,7.399,5.47,4.987,6.501,5.188,4.083,3.022,3.1,3.246,3.59,3.688,3.562,3.979,4.171,4.2,4.231,25.368,22.93,22.754,22.132,20.902,21.634,20.867,19.908,19.584,8.079,8.745,9.194,8.947,8.226,8.884,9.377,8.727,8.581,36.967,36.54,35.822,35.357,34.142,34.692,34.242,33.107,33.052,17.745,16.722,16.761,16.261,15.231,15.936,15.738,14.854,14.61,0.429,0.472,,0.55,,,,,1806.0,2129.0,2335.0,2673.0,3528.0,3422.0,4331.0,4818.0,,6.461,5.883,3.558,3.336,4.183,2.821,2.142,1.682,,5.122,4.86,3.634,2.952,3.245,2.921,2.146,1.389,,11.992,9.788,7.405,6.713,6.377,6.808,5.476,4.038,59.932,60.214,60.588,60.955,62.296,61.328,61.587,62.693,62.718,0.307,0.319,,,,,71.0
Japón,Eastern Asia,Asia,1.668,0.805,1.759,0.771,-0.262,-3.865,3.032,1.404,2.176,-0.022,0.032,0.003,-0.038,-0.051,-0.203,-0.367,-0.348,-0.392,3.605,3.357,2.958,2.651,2.496,3.029,3.049,2.777,2.827,3.09,2.835,2.645,2.232,2.168,2.531,2.55,2.38,2.322,3.385,3.132,2.822,2.467,2.351,2.809,2.809,2.615,2.6,2.045,2.037,1.97,1.938,1.824,1.772,1.701,1.651,1.623,3.827,3.755,3.696,3.762,3.612,3.508,3.466,3.532,3.469,3.059,2.896,2.845,2.932,2.83,2.695,2.551,2.569,2.44,8.82,8.428,8.32,8.225,8.109,8.109,8.651,9.514,7.879,3.498,3.384,3.325,3.397,3.266,3.148,3.059,3.101,3.005,,2.426,,2.498,,2.614,,,22387.0,23944.0,27442.0,29243.0,30733.0,33411.0,37275.0,37312.0,2.72,2.59,2.32,2.3,2.03,2.47,,,,,,,,,,,,,4.02,3.7,3.39,3.1,2.87,3.21,,,,89.136,89.535,89.711,89.837,90.068,90.119,89.648,88.835,90.497,,,521.951,502.554,520.663,524.291,30.0
Jordania,Western Asia,Asia,-5.59,-2.711,0.192,-0.303,-0.247,-2.863,1.772,0.916,1.036,8.502,5.0,2.518,2.459,2.229,2.031,2.061,1.921,1.822,11.077,13.296,15.869,16.991,15.366,17.874,18.511,16.383,16.149,22.759,24.082,27.336,24.099,23.993,25.348,26.175,26.868,26.565,13.075,15.275,18.12,18.257,16.801,19.213,19.837,18.2,16.622,5.309,5.25,5.184,3.591,3.135,2.713,3.19,3.335,3.34,3.886,3.91,3.884,4.306,3.765,3.754,3.783,3.711,3.635,0.983,0.981,0.962,0.897,1.073,1.043,0.625,1.073,0.991,9.364,9.577,9.642,9.137,9.279,8.422,8.473,8.382,8.365,3.445,3.428,3.375,3.742,3.356,3.305,3.28,3.302,3.222,2.741,,2.226,,2.513,,,,3654.0,3659.0,4175.0,3499.0,3078.0,2778.0,,,,,23.887,23.941,24.615,27.353,27.9,27.495,26.603,,,18.114,18.005,18.094,20.621,22.862,20.469,18.634,,,13.981,11.849,8.096,10.605,11.773,10.979,9.058,85.327,85.173,85.174,87.272,87.587,88.866,88.336,88.283,88.296,,,108.886,,,,75.0
Kazajstán,Central Asia,Asia,-0.299,-0.438,2.491,2.556,2.994,-3.864,2.919,1.701,3.572,1.62,1.661,1.684,1.655,1.646,1.636,1.593,1.755,1.79,4.364,4.416,4.388,4.335,4.283,4.429,4.98,4.255,4.221,5.498,5.507,5.415,5.37,5.328,5.369,6.136,5.494,5.45,4.93,4.96,4.9,4.85,4.8,4.89,,4.86,,1.345,1.283,1.228,1.194,1.17,1.152,1.14,1.13,1.122,18.852,17.537,16.75,15.715,15.198,15.02,14.564,13.781,13.504,17.162,15.009,13.992,12.729,12.152,11.828,11.675,10.854,10.669,25.618,25.432,25.15,24.699,24.474,24.467,24.332,24.277,24.267,18.013,16.283,15.381,14.238,13.7,13.462,13.159,12.362,12.129,3.909,4.127,3.939,3.931,3.948,4.028,,,10682.0,21583.0,28004.0,23464.0,32906.0,41211.0,,,,,3.49,,,,,,,,,6.7,,,,,,,,,5.3,,,,,,,73.037,73.285,73.621,74.107,74.356,74.381,74.529,74.593,74.611,,,161.791,149.235,123.783,123.856,25.0
Kenya,Eastern Africa,Africa,2.656,1.938,1.605,3.524,3.07,-2.21,5.565,2.863,3.483,3.945,3.935,3.91,3.777,3.713,3.721,3.664,3.694,3.753,2.591,2.585,3.351,4.076,4.788,4.707,3.95,3.899,3.795,2.945,2.94,3.748,4.515,5.27,6.652,7.657,7.739,7.55,,2.757,,,5.014,,5.693,,,2.184,2.011,1.853,1.706,1.568,1.271,0.995,0.962,0.932,32.912,32.59,32.374,31.961,31.701,31.941,31.526,31.054,30.539,39.835,38.854,37.896,36.8,35.739,35.617,35.668,34.801,34.249,61.321,61.178,60.955,60.687,60.438,63.007,64.885,64.595,64.315,36.263,35.621,35.019,34.252,33.588,33.645,33.433,32.78,32.254,,,,0.161,,,0.098,0.102,,,37733.0,44381.0,42085.0,49037.0,,,,7.819,,,12.332,,8.619,,,,1.587,,,4.145,,3.731,,,,4.173,,,8.137,,7.981,,,36.495,36.811,37.193,37.606,37.994,35.722,34.12,34.443,34.753,,,,,,,56.0
Kirguistán,Central Asia,Asia,1.568,2.05,2.558,1.546,2.281,-9.032,3.588,7.03,4.289,2.644,2.681,2.635,2.751,2.9,2.77,2.62,2.638,2.673,3.192,3.324,3.42,3.514,4.113,4.372,3.946,3.842,3.792,3.533,3.678,3.783,3.889,4.554,4.985,4.307,4.325,4.269,4.2,4.009,3.319,4.559,5.45,5.945,5.149,4.767,,3.686,3.676,2.468,2.03,1.638,1.606,1.471,1.438,1.415,26.334,25.402,23.889,23.745,19.068,20.029,18.808,18.537,17.826,35.977,34.876,33.574,33.261,31.544,32.131,34.114,33.111,32.31,37.547,35.465,33.2,33.355,32.105,32.553,32.052,31.612,31.221,30.445,29.406,27.873,27.692,24.211,25.109,25.168,24.595,23.855,,,,,2.168,,2.145,,4499.0,4936.0,,,,,,,6.98,5.7,6.33,5.93,,,,,,11.06,10.66,8.57,6.45,,,,,,7.33,7.27,6.86,6.2,,,,,,58.767,60.859,64.332,64.615,66.257,65.841,66.477,66.95,67.364,,,,,,,80.0
Kiribati,Micronesia,Oceania,9.847,5.585,2.199,1.946,1.733,-2.28,6.597,2.239,2.505,2.937,3.011,3.041,2.974,2.922,3.116,3.115,2.892,2.794,,,,,,,,,,,,,,,,,,,9.335,,,,8.557,10.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,2.0,,,,,2.218,,,,,2.802,,,,9.325,,,,8.783,8.934,,,,9.844,,,,9.219,14.164,,,,,,,,,,,,,,,,,,,164.0
Kosovo,Southern Europe,Europe,7.368,6.208,4.038,3.058,5.237,-5.407,10.998,5.339,4.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.84,27.491,30.344,27.761,25.069,25.459,20.392,12.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2539.0,3978.0,4656.0,5367.0,5585.0,5768.0,6846.0,7250.0,18.849,17.955,24.814,19.042,22.368,19.677,15.695,10.666,,46.53,32.203,34.855,35.113,30.409,32.949,29.029,18.374,,33.667,29.556,31.218,28.924,24.568,25.827,20.677,11.222,,,,,,,,,,,,,,,,,57.0
Kuwait,Western Asia,Asia,-3.833,-1.432,-8.169,-1.266,-0.471,-3.908,3.185,0.582,-8.877,4.499,4.326,3.695,3.98,2.711,-0.951,-0.899,5.113,5.588,1.276,0.911,0.971,0.975,1.006,1.865,1.503,0.932,0.912,4.677,5.653,5.913,5.972,6.087,8.633,7.496,5.993,5.948,2.2,2.16,,,,,,,,0.561,0.671,0.678,0.692,0.701,0.702,0.702,0.701,0.699,2.936,2.827,2.733,2.658,2.595,2.594,2.572,2.533,2.483,0.144,0.156,0.168,0.156,0.153,0.158,0.165,0.166,0.16,0.497,1.062,1.007,1.007,1.095,1.247,1.239,1.24,1.253,2.197,2.149,2.106,2.066,2.02,2.017,1.998,1.975,1.945,2.597,,,,,2.293,,,3449.0,5370.0,9679.0,18157.0,21926.0,10603.0,,,,5.68,,,,,,,,,0.67,,,,,,,,,6.08,,,,,,,,98.943,98.266,98.315,98.301,98.204,98.051,98.059,98.059,98.048,,,54.75,48.523,50.936,45.198,83.0
Lesotho,Southern Africa,Africa,1.923,2.354,-4.337,-2.676,-2.569,-9.237,1.099,1.287,0.709,2.692,2.727,2.746,2.735,2.697,2.722,2.693,2.639,2.667,14.496,14.429,14.649,14.864,15.104,16.632,16.462,14.924,14.712,18.362,18.282,18.548,18.808,19.098,20.617,20.446,18.927,18.671,,,,,16.876,,,,,6.054,6.009,5.954,5.908,5.838,5.809,5.777,5.749,5.709,38.817,38.641,38.871,38.931,38.569,39.13,38.862,38.236,37.822,20.811,20.019,19.525,19.006,18.34,18.46,18.601,17.994,17.714,33.139,33.153,33.227,33.086,33.217,33.098,33.027,32.979,32.868,30.837,30.435,30.402,30.268,29.834,30.214,30.111,29.558,29.197,,,,0.454,,,,0.151,2572.0,2301.0,2443.0,3725.0,2872.0,1981.0,,,,,,,12.171,,,,,,,,,17.812,,,,,,,,,8.658,,,,,60.807,60.838,60.819,61.005,60.945,61.092,61.195,61.272,61.423,,,6.945,,,,122.0
Letonia,Northern Europe,Europe,4.636,3.493,4.319,5.126,1.378,-2.79,7.853,2.089,1.812,-0.777,-0.854,-0.807,-0.681,-0.578,-0.565,-0.688,-0.098,0.088,11.088,10.89,9.752,8.404,7.194,9.119,8.466,8.102,7.573,8.636,8.399,7.673,6.416,5.424,7.066,6.536,5.511,5.342,9.873,9.643,8.715,7.412,6.312,8.098,7.513,6.815,6.465,4.585,4.684,4.649,4.685,4.769,4.843,4.83,4.802,5.016,10.865,10.408,9.58,9.99,10.279,10.401,9.729,9.387,9.578,5.042,5.058,4.205,4.006,4.348,4.075,3.837,4.216,3.95,9.355,9.389,8.684,8.658,8.371,8.833,8.269,8.284,8.375,7.939,7.692,6.868,6.972,7.294,7.22,6.789,6.782,6.75,3.175,3.19,3.184,3.289,3.263,3.345,3.377,,12619.0,10379.0,9416.0,9939.0,9637.0,8261.0,8532.0,7929.0,4.945,4.288,4.078,3.723,4.233,3.791,4.482,3.736,3.313,21.931,20.605,16.438,17.02,12.775,17.049,15.484,14.31,13.283,10.838,11.304,10.294,8.318,6.848,9.797,8.826,8.096,7.871,86.06,85.927,86.667,86.657,86.86,86.323,86.901,86.914,86.61,,,,,,,19.0
Liberia,Western Africa,Africa,-2.06,-3.546,0.483,-0.802,-4.382,-4.975,2.794,2.585,2.402,2.916,2.91,2.821,2.848,2.885,2.989,3.036,3.075,3.145,3.018,3.755,3.736,3.724,3.74,5.153,4.719,3.612,3.555,2.047,2.335,2.325,2.319,2.327,2.957,2.883,2.274,2.244,,3.081,5.938,,,,,,,1.552,1.508,1.482,1.462,1.448,1.437,1.432,1.425,1.418,40.456,39.903,38.583,37.754,37.873,38.145,37.786,37.305,36.72,43.604,43.564,42.833,42.661,42.676,42.628,42.654,41.801,41.21,77.475,77.316,77.354,77.394,77.461,78.009,77.793,77.661,77.608,41.958,41.654,40.617,40.103,40.175,40.301,40.125,39.455,38.866,0.036,0.05,0.052,0.142,0.147,0.153,0.171,0.18,21.0,31.0,32.0,58.0,84.0,73.0,124.0,73.0,,8.09,8.385,,,,,,,,2.769,4.618,,,,,,,,8.503,11.173,,,,,,,20.973,21.176,21.164,21.144,21.091,20.554,20.775,20.913,20.974,,,,,,,175.0
Libia,Northern Africa,Africa,-2.43,-2.981,30.395,6.203,-12.499,-30.4,26.719,-9.377,8.922,1.944,1.864,1.943,1.98,1.841,1.718,1.641,1.614,1.5,16.51,16.365,15.904,15.735,15.928,16.545,16.539,16.051,15.577,25.865,25.68,25.09,24.873,25.121,25.593,25.666,25.614,25.005,,,,,,,,,,2.332,2.33,2.336,2.331,2.318,2.306,2.294,2.282,2.272,10.525,10.494,9.888,9.65,9.815,10.007,9.89,9.629,9.498,8.156,8.001,7.706,7.516,7.415,7.388,7.41,7.05,6.913,12.98,13.636,12.861,12.419,12.718,12.798,12.771,12.76,12.82,9.785,9.714,9.204,8.98,9.061,9.185,9.11,8.826,8.694,1.963,,2.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.689,84.034,84.803,85.25,84.964,84.896,84.935,84.958,84.908,,,,,,,186.0
Liechtenstein,Western Europe,Europe,,,,,,,,,,0.598,0.595,0.72,0.916,1.052,1.184,1.099,1.244,1.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,34.0,127.0,163.0,313.0,58.0,536.0,505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lituania,Northern Europe,Europe,3.805,3.985,6.085,5.924,4.955,0.016,6.154,1.422,-1.054,-0.759,-1.069,-1.176,-0.713,-0.005,0.308,0.511,1.41,1.735,10.097,9.101,8.497,6.89,7.021,9.266,7.608,6.427,7.297,8.161,6.652,5.674,5.408,5.492,7.689,6.606,5.476,6.373,9.12,7.862,7.073,6.147,6.255,8.487,7.112,5.956,6.841,1.209,1.248,1.228,1.213,1.239,1.236,1.264,1.311,1.266,11.605,10.529,10.28,9.725,8.767,7.671,7.091,7.216,6.672,6.631,5.546,5.406,4.693,4.151,3.696,3.519,3.687,3.424,11.062,11.086,10.778,10.453,10.418,10.523,10.645,10.902,10.596,9.069,7.976,7.784,7.183,6.436,5.69,5.313,5.456,5.062,4.253,4.367,4.437,4.479,4.481,4.442,4.497,5.127,6184.0,6352.0,6578.0,6072.0,5909.0,5305.0,5875.0,5334.0,3.676,2.906,2.903,2.803,2.904,4.087,4.044,3.514,3.793,26.062,24.421,20.212,17.126,18.124,22.477,16.441,16.603,18.065,11.67,10.377,9.314,7.994,8.298,11.364,9.287,7.58,8.93,87.729,87.666,87.994,88.334,88.343,88.24,88.091,87.786,88.137,,,,,,,11.0
Luxemburgo,Western Europe,Europe,-0.115,2.74,-1.116,-0.714,0.915,-2.547,5.554,-0.644,-3.074,2.688,2.466,2.726,2.208,2.229,1.918,1.757,2.245,2.234,6.464,6.431,5.544,5.337,5.649,6.603,5.197,4.456,4.967,7.195,6.954,5.499,5.883,5.525,6.955,6.008,4.74,5.436,6.796,6.669,5.523,5.589,5.592,6.766,5.571,4.588,5.184,3.987,4.046,3.63,3.19,3.528,3.127,3.538,3.996,3.318,1.291,1.373,1.98,1.555,0.898,1.013,1.644,1.402,1.163,0.747,0.607,0.698,0.468,0.426,0.5,0.556,0.711,0.535,7.226,7.415,6.543,5.924,6.781,6.361,7.085,7.903,6.615,1.045,1.026,1.389,1.054,0.682,0.776,1.144,1.081,0.873,2.908,2.885,2.985,,,,,,6642.0,6207.0,6636.0,7309.0,8452.0,7965.0,10101.0,8506.0,4.754,3.418,3.817,4.265,4.026,4.763,4.019,3.695,3.9,10.491,11.021,8.866,7.928,8.08,11.614,8.952,8.385,8.638,6.286,7.69,5.032,5.277,6.196,6.327,5.79,4.067,5.422,88.787,88.538,89.828,90.886,89.691,90.512,89.377,88.101,90.067,,,3285.451,3109.118,3166.022,,72.0
Líbano,Western Asia,Asia,-1.485,3.954,3.572,1.001,-3.87,-20.129,-7.257,-1.078,,2.138,-2.154,-2.426,-2.714,-3.032,-1.416,0.464,0.65,0.694,7.937,8.413,8.875,9.367,9.922,11.972,11.296,10.124,10.07,12.8,13.164,13.51,13.886,14.323,16.147,15.632,14.806,14.75,,,,,11.301,,,,,9.371,9.297,9.214,9.113,9.007,8.958,8.899,8.844,8.81,4.641,4.528,4.44,4.388,4.44,4.533,4.497,4.354,4.315,1.607,1.584,1.556,1.532,1.544,1.542,1.554,1.465,1.44,21.557,21.445,21.143,20.931,20.317,20.659,20.578,20.553,20.753,3.82,3.708,3.615,3.548,3.563,3.624,3.597,3.476,3.443,2.147,2.158,2.261,2.425,2.617,,,,,,,,,,,,,,,,14.469,,,,,,,,,9.544,,,,,,,,,12.329,,,,,69.072,69.259,69.643,69.956,70.676,70.383,70.524,70.604,70.437,,,,,,,143.0
Macedonia del Norte,Southern Europe,Europe,4.134,3.178,1.489,3.404,4.619,-3.654,5.592,3.062,2.29,-0.051,-0.051,-0.082,-0.136,-0.258,-0.61,-0.511,0.269,0.396,27.105,25.02,23.212,21.825,16.645,16.9,16.591,15.86,14.404,25.345,23.234,22.324,20.296,18.487,16.119,14.67,12.514,11.429,26.395,24.312,22.857,21.208,17.414,16.575,15.801,14.477,13.174,4.317,4.424,4.519,4.308,3.909,3.825,4.234,4.094,5.992,18.046,16.929,15.843,15.126,13.904,11.993,12.027,10.368,10.183,17.492,15.585,15.512,14.261,12.736,10.878,9.744,8.358,8.065,21.746,19.441,18.645,18.322,16.695,13.774,12.661,12.154,9.939,17.82,16.389,15.709,14.773,13.422,11.526,11.075,9.518,9.29,2.834,2.943,2.945,3.011,3.059,2.964,,,5784.0,5681.0,5433.0,5273.0,5678.0,5261.0,6454.0,6478.0,21.161,19.617,18.963,17.93,14.28,13.847,11.736,9.586,9.016,30.36,30.427,27.615,24.732,23.471,21.848,23.061,22.011,18.495,26.915,24.206,22.891,21.433,16.719,16.293,15.661,15.062,13.433,73.936,76.135,76.836,77.37,79.395,82.401,83.105,83.752,84.07,,,74.351,85.027,91.883,91.116,17.0
Madagascar,Eastern Africa,Africa,0.446,1.311,1.262,0.543,1.73,-9.492,3.113,1.45,1.276,4.53,4.48,4.444,4.419,4.387,4.33,4.247,4.189,4.138,1.77,1.9,2.04,2.186,2.327,3.175,3.327,2.936,2.82,1.801,1.998,2.203,2.414,2.62,3.4,3.655,3.449,3.33,1.785,,,,,,,3.186,,3.846,3.973,4.079,4.134,4.172,4.158,4.213,4.231,4.231,76.052,75.386,74.671,73.819,72.895,72.694,72.067,71.026,70.193,73.15,72.496,71.833,71.367,70.617,70.295,70.187,69.049,68.514,85.568,85.334,85.174,85.125,85.003,85.253,84.955,84.797,84.739,74.644,73.983,73.292,72.627,71.788,71.528,71.152,70.066,69.378,,,,0.195,,,,,1429.0,1424.0,1749.0,1737.0,2032.0,1602.0,1769.0,1929.0,8.451,,,,,,,,,1.139,,,,,,,,,4.933,,,,,,,,,10.585,10.693,10.747,10.741,10.825,10.589,10.832,10.973,11.03,,,,19.402,10.755,12.604,161.0
Malasia,South-Eastern Asia,Asia,3.286,2.62,3.962,3.074,2.76,-6.709,2.131,7.566,2.285,2.594,2.609,2.572,2.479,2.345,2.053,1.845,1.862,1.874,2.925,3.145,3.158,3.099,3.175,4.455,4.555,3.822,3.762,3.396,3.939,3.834,3.64,3.405,4.685,4.785,4.112,4.05,3.1,3.44,3.41,3.3,3.26,4.54,4.64,3.93,,3.467,3.457,3.446,3.43,3.411,3.389,3.369,3.349,3.33,15.199,14.081,13.966,13.183,12.714,13.042,12.758,12.47,12.268,7.814,6.742,6.717,6.263,5.966,6.065,6.06,5.834,5.724,24.996,24.866,24.64,24.497,24.36,24.499,24.362,24.309,24.308,12.469,11.367,11.278,10.618,10.216,10.465,10.286,10.009,9.838,1.496,1.589,1.809,1.888,2.06,2.228,2.316,,48555.0,46639.0,52100.0,51732.0,50946.0,47840.0,49048.0,51887.0,3.58,4.05,,4.04,3.86,4.62,4.58,3.47,,1.9,2.07,,2.07,2.2,4.05,4.54,3.59,,3.72,4.1,,3.57,3.53,4.62,4.58,4.08,,71.537,71.676,71.913,72.073,72.229,72.113,72.269,72.342,72.362,,,132.358,263.252,,233.443,12.0
